,,,,,,,,,,
,Consumer prices of petroleum products net of duties and taxes,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
AT,,,,,,,,,,
,,,,,,,,,,
,Date,"ExchangeRateTo €",Euro-super 95  (I), Gas oil automobile Automotive gas oil Dieselkraftstoff (I), Gas oil de chauffage Heating gas oil Heizöl (II), Fuel oil - Schweres Heizöl (III) Soufre <= 1% Sulphur <= 1% Schwefel <= 1%,,,,
,,,1000L,1000L,1000L,t,,,,
,02/10/17,1.00000,493.34,539.96,338.31,578.56,349.75,,,
,25/09/17,1.00000,504.09,525.91,332.53,569.56,339.83,,,
,18/09/17,1.00000,510.7,517.65,335.83,565.56,330.74,,,
,11/09/17,1.00000,525.58,516,325.09,557.56,320,,,
,04/09/17,1.00000,513.18,499.47,325.91,545.56,319.17,,,
,28/08/17,1.00000,490.86,493.68,316,515.56,307.6,,,
,21/08/17,1.00000,477.64,485.42,314.34,510.56,300.99,,,
,14/08/17,1.00000,487.56,497.82,319.3,517.56,302.64,,,
,07/08/17,1.00000,484.25,493.68,322.61,521.56,285.28,,,
,31/07/17,1.00000,477.64,487.07,323.44,527.56,275.37,,,
,24/07/17,1.00000,477.64,484.59,311.04,500.56,272.89,,,
,17/07/17,1.00000,464.42,473.02,313.52,503.56,278.67,,,
,10/07/17,1.00000,469.38,469.72,304.43,483.56,278.67,,,
,03/07/17,1.00000,463.59,460.63,316.82,490.56,284.46,,,
,26/06/17,1.00000,461.94,453.19,308.56,477.56,287.76,,,
,19/06/17,1.00000,476.81,466.41,310.21,491.56,296.85,,,
,12/06/17,1.00000,480.95,468.06,324.26,493.56,295.2,,,
,05/06/17,1.00000,491.69,482.11,316.82,505.56,299.33,,,
,29/05/17,1.00000,497.48,496.99,323.44,529.56,300.16,,,
,22/05/17,1.00000,494.17,492.86,330.05,546.56,296.85,,,
,15/05/17,1.00000,490.86,487.07,317.65,529.56,300.99,,,
,08/05/17,1.00000,488.39,482.94,312.69,511.56,296.85,,,
,01/05/17,1.00000,510.7,509.39,327.57,534.56,316.69,,,
,24/04/17,1.00000,537.97,538.31,336.66,585.56,338.18,,,
,10/04/17,1.00000,526.4,524.26,361.45,585.56,343.96,,,
,03/04/17,1.00000,501.61,505.25,340.79,536.56,345.61,,,
,27/03/17,1.00000,480.12,503.6,320.13,536.56,355.53,,,
,20/03/17,1.00000,491.69,516,329.22,547.56,372.06,,,
,13/03/17,1.00000,509.87,528.39,333.35,554.56,380.33,,,
,06/03/17,1.00000,523.1,535.01,357.32,585.56,383.63,,,
,27/02/17,1.00000,533.84,539.96,351.53,597.56,375.37,,,
,20/02/17,1.00000,533.84,541.62,348.23,588.56,381.15,,,
,13/02/17,1.00000,529.71,538.31,357.32,586.56,376.19,,,
,06/02/17,1.00000,526.4,535.01,363.1,586.56,364.62,,,
,30/01/17,1.00000,518.96,525.91,358.15,586.56,364.62,,,
,23/01/17,1.00000,518.14,530.87,373.85,586.56,359.66,,,
,16/01/17,1.00000,513.18,535.83,379.63,604.56,353.05,,,
,09/01/17,1.00000,519.79,547.4,377.15,604.56,349.75,,,
,02/01/17,1.00000,512.35,545.75,356.49,604.56,342.31,,,
,19/12/16,1.00000,508.88,538.11,353.81,595.67,332.11,,,
,12/12/16,1.00000,497.31,523.23,338.93,574.67,329.63,,,
,05/12/16,1.00000,489.04,514.97,329.02,524.67,323.84,,,
,28/11/16,1.00000,472.51,503.4,305.88,524.67,314.75,,,
,21/11/16,1.00000,455.98,480.26,292.65,514.67,311.44,,,
,14/11/16,1.00000,456.81,479.43,279.43,483.67,303.18,,,
,07/11/16,1.00000,468.38,489.35,281.91,486.67,297.39,,,
,31/10/16,1.00000,485.74,510.84,304.22,541.67,301.53,,,
,24/10/16,1.00000,481.6,504.22,317.45,541.67,298.22,,,
,17/10/16,1.00000,481.6,495.96,322.41,540.67,291.61,,,
,10/10/16,1.00000,474.17,488.52,321.58,538.67,294.09,,,
,03/10/16,1.00000,452.68,462.9,288.52,516.67,286.65,,,
,26/09/16,1.00000,452.68,457.12,285.22,494.67,275.91,,,
,19/09/16,1.00000,458.46,457.12,275.3,478.67,274.25,,,
,12/09/16,1.00000,463.42,464.55,295.96,492.67,273.43,,,
,05/09/16,1.00000,453.5,460.42,267.03,478.67,265.16,,,
,29/08/16,1.00000,450.2,457.12,293.48,505.67,260.2,,,
,22/08/16,1.00000,447.72,454.64,291,507.67,256.9,,,
,15/08/16,1.00000,427.89,427.36,274.47,475.67,263.51,,,
,08/08/16,1.00000,420.45,410.01,258.77,441.67,262.68,,,
,01/08/16,1.00000,421.27,418.27,257.94,440.67,261.86,,,
,25/07/16,1.00000,432.84,439.76,265.38,470.67,261.03,,,
,18/07/16,1.00000,435.32,443.89,272.82,475.67,270.12,,,
,11/07/16,1.00000,447.72,454.64,270.34,478.67,273.43,,,
,04/07/16,1.00000,472.51,469.51,292.65,503.67,278.39,,,
,27/06/16,1.00000,479.12,473.65,285.22,512.67,284.17,,,
,20/06/16,1.00000,475.82,471.99,275.3,504.67,282.52,,,
,13/06/16,1.00000,477.47,479.43,279.43,519.67,287.48,,,
,06/06/16,1.00000,485.74,476.95,263.73,517.67,282.52,,,
,30/05/16,1.00000,487.39,479.43,260.42,519.67,282.52,,,
,23/05/16,1.00000,465.9,454.64,248.85,501.67,276.73,,,
,16/05/16,1.00000,450.2,438.11,252.16,481.67,272.6,,,
,09/05/16,1.00000,451.03,430.67,238.11,457.67,278.39,,,
,02/05/16,1.00000,455.98,437.28,240.59,477.67,284.17,,,
,25/04/16,1.00000,443.59,423.23,229.84,459.67,282.52,,,
,18/04/16,1.00000,447.72,412.49,214.97,427.67,283.35,,,
,11/04/16,1.00000,423.75,394.31,208.36,407.67,281.69,,,
,04/04/16,1.00000,424.58,410.01,202.57,385.67,284.17,,,
,21/03/16,1.00000,387.39,420.75,211.66,424.67,282.52,,,
,14/03/16,1.00000,392.35,416.62,200.92,396.67,275.91,,,
,07/03/16,1.00000,366.73,387.7,200.92,396.67,275.91,,,
,29/02/16,1.00000,361.77,377.78,183.56,364.67,272.6,,,
,22/02/16,1.00000,362.6,371.17,183.56,364.67,280.87,,,
,15/02/16,1.00000,370.03,363.73,188.52,355.67,275.91,,,
,08/02/16,1.00000,395.65,371.99,192.65,358.67,277.56,,,
,01/02/16,1.00000,399.79,362.08,200.09,363.67,285.82,,,
,25/01/16,1.00000,393.17,355.46,187.7,341.67,287.48,,,
,18/01/16,1.00000,402.27,373.65,162.08,335.67,307.31,,,
,11/01/16,1.00000,417.14,391.83,181.08,362.67,302.35,,,
,04/01/16,1.00000,412.18,391.83,181.91,382.67,303.18,,,
,14/12/15,1.00000,435.02,444.65,360.35,464.85,318.96,,,
,07/12/15,1.00000,452.38,467.79,360.35,464.85,323.91,,,
,30/11/15,1.00000,459.81,486.8,360.35,464.85,321.44,,,
,23/11/15,1.00000,469.73,491.76,360.35,464.85,323.91,,,
,16/11/15,1.00000,492.87,506.63,360.35,464.85,323.09,,,
,09/11/15,1.00000,478,503.33,360.35,464.85,319.78,,,
,02/11/15,1.00000,449.07,481.01,360.35,464.85,308.21,,,
,26/10/15,1.00000,439.98,478.54,360.35,464.85,304.91,,,
,19/10/15,1.00000,454.03,493.41,360.35,464.85,305.73,,,
,12/10/15,1.00000,462.29,501.68,360.35,464.85,302.43,,,
,05/10/15,1.00000,451.55,489.28,360.35,464.85,296.64,,,
,28/09/15,1.00000,463.12,490.11,360.35,464.85,287.55,,,
,21/09/15,1.00000,472.21,498.37,360.35,464.85,284.25,,,
,14/09/15,1.00000,481.3,502.5,360.35,464.85,285.07,,,
,07/09/15,1.00000,482.13,493.41,360.35,464.85,284.25,,,
,31/08/15,1.00000,482.95,466.06,360.35,464.85,276.88,,,
,24/08/15,1.00000,513.53,485.97,360.35,464.85,287.55,,,
,17/08/15,1.00000,542.46,496.72,360.35,464.85,302.43,,,
,10/08/15,1.00000,562.29,504.98,360.35,464.85,308.21,,,
,03/08/15,1.00000,573.86,518.2,360.35,464.85,312.34,,,
,27/07/15,1.00000,586.26,533.91,360.35,464.85,315.65,,,
,20/07/15,1.00000,599.48,547.13,360.35,464.85,310.69,,,
,13/07/15,1.00000,617.67,568.62,360.35,464.85,318.96,,,
,06/07/15,1.00000,601.14,580.19,360.35,464.85,314.82,,,
,29/06/15,1.00000,593.7,580.19,360.35,464.85,318.13,,,
,22/06/15,1.00000,604.44,585.15,360.35,464.85,317.3,,,
,15/06/15,1.00000,601.14,587.63,360.35,464.85,326.39,,,
,08/06/15,1.00000,585.43,587.63,360.35,464.85,337.14,,,
,01/06/15,1.00000,579.65,587.63,360.35,464.85,342.1,,,
,25/05/15,1.00000,578,591.76,360.35,464.85,338.79,,,
,18/05/15,1.00000,582.13,594.24,360.35,464.85,354.49,,,
,11/05/15,1.00000,587.91,595.06,360.35,464.85,361.1,,,
,04/05/15,1.00000,584.61,590.11,360.35,464.85,365.24,,,
,27/04/15,1.00000,583.78,591.76,360.35,464.85,366.06,,,
,20/04/15,1.00000,567.25,576.88,360.35,464.85,361.1,,,
,13/04/15,1.00000,544.11,553.74,360.35,464.85,366.89,,,
,30/03/15,1.00000,550.72,566.14,360.35,464.85,377.63,,,
,23/03/15,1.00000,539.98,567.79,360.35,464.85,380.94,,,
,16/03/15,1.00000,543.29,578.54,360.35,464.85,377.63,,,
,09/03/15,1.00000,533.37,579.36,360.35,464.85,379.29,,,
,02/03/15,1.00000,515.19,578.54,360.35,464.85,359.45,,,
,23/02/15,1.00000,502.79,569.44,360.35,464.85,338.79,,,
,16/02/15,1.00000,497,560.35,360.35,464.85,338.79,,,
,09/02/15,1.00000,463.12,525.64,360.35,464.85,342.1,,,
,02/02/15,1.00000,435.02,496.72,360.35,464.85,322.26,,,
,26/01/15,1.00000,434.19,490.93,360.35,464.85,317.3,,,
,19/01/15,1.00000,435.02,490.93,360.35,464.85,313.17,,,
,12/01/15,1.00000,448.24,502.5,360.35,464.85,329.7,,,
,05/01/15,1.00000,466.43,508.29,360.35,464.85,351.19,,,
,15/12/14,1.00000,519.75,564.87,364.65,465.17,383.99,,,
,08/12/14,1.00000,546.81,592.75,364.65,465.17,396.75,,,
,01/12/14,1.00000,568.3,615.07,364.65,465.17,398.4,,,
,24/11/14,1.00000,580.69,633.25,364.65,465.17,405.84,,,
,17/11/14,1.00000,584.83,644.82,364.65,465.17,399.23,,,
,10/11/14,1.00000,584.83,643.99,364.65,465.17,414.93,,,
,03/11/14,1.00000,585.65,639.03,364.65,465.17,422.37,,,
,27/10/14,1.00000,590.61,635.73,364.65,465.17,427.33,,,
,20/10/14,1.00000,605.49,631.6,364.65,465.17,443.03,,,
,13/10/14,1.00000,641.02,653.08,364.65,465.17,449.64,,,
,06/10/14,1.00000,657.55,678.7,364.65,465.17,448.82,,,
,29/09/14,1.00000,653.42,677.88,364.65,465.17,453.77,,,
,22/09/14,1.00000,660.03,679.53,364.65,465.17,454.6,,,
,15/09/14,1.00000,666.64,684.49,364.65,465.17,448.82,,,
,08/09/14,1.00000,666.64,694.41,364.65,465.17,455.43,,,
,01/09/14,1.00000,655.07,691.1,364.65,465.17,445.51,,,
,25/08/14,1.00000,650.12,680.36,364.65,465.17,444.68,,,
,18/08/14,1.00000,646.81,686.97,364.65,465.17,454.6,,,
,11/08/14,1.00000,647.64,688.62,364.65,465.17,448.82,,,
,04/08/14,1.00000,660.03,694.41,364.65,465.17,452.95,,,
,28/07/14,1.00000,663.34,687.79,364.65,465.17,457.91,,,
,21/07/14,1.00000,669.95,684.49,364.65,465.17,449.64,,,
,14/07/14,1.00000,688.96,689.45,364.65,465.17,443.86,,,
,07/07/14,1.00000,693.09,700.19,364.65,465.17,449.64,,,
,30/06/14,1.00000,701.36,711.76,364.65,465.17,452.95,,,
,23/06/14,1.00000,699.7,710.93,364.65,465.17,448.82,,,
,16/06/14,1.00000,684,696.06,364.65,465.17,445.51,,,
,09/06/14,1.00000,668.3,688.62,364.65,465.17,440.55,,,
,02/06/14,1.00000,671.6,696.06,364.65,465.17,438.07,,,
,26/05/14,1.00000,669.12,696.06,364.65,465.17,443.86,,,
,19/05/14,1.00000,661.69,696.06,364.65,465.17,439.73,,,
,12/05/14,1.00000,657.55,688.62,364.65,465.17,440.55,,,
,05/05/14,1.00000,666.64,691.93,364.65,465.17,450.47,,,
,28/04/14,1.00000,671.6,696.88,364.65,465.17,449.64,,,
,14/04/14,1.00000,654.25,687.79,364.65,465.17,453.77,,,
,07/04/14,1.00000,645.16,687.79,364.65,465.17,450.47,,,
,31/03/14,1.00000,628.63,681.18,364.65,465.17,452.95,,,
,24/03/14,1.00000,612.93,672.92,364.65,465.17,458.73,,,
,17/03/14,1.00000,622.02,680.36,367.96,462.17,462.04,,,
,10/03/14,1.00000,635.24,691.93,380.36,467.17,469.48,,,
,03/03/14,1.00000,641.02,701.84,385.31,461.17,474.44,,,
,24/02/14,1.00000,641.85,705.98,389.45,462.17,475.26,,,
,17/02/14,1.00000,636.89,703.5,386.14,456.17,483.53,,,
,10/02/14,1.00000,626.97,695.23,383.66,449.17,498.4,,,
,03/02/14,1.00000,625.32,694.41,386.97,443.17,496.75,,,
,27/01/14,1.00000,626.97,693.58,386.14,432.17,498.4,,,
,20/01/14,1.00000,624.5,692.75,381.18,430.17,498.4,,,
,13/01/14,1.00000,631.11,701.84,381.18,432.17,500.06,,,
,06/01/14,1.00000,633.59,704.32,356.39,434.17,501.71,,,
,16/12/13,1.00000,638.84,712.88,391.39,441.77,531.9,,,
,09/12/13,1.00000,644.62,715.36,405.44,456.77,526.11,,,
,02/12/13,1.00000,644.62,715.36,404.61,453.77,516.2,,,
,25/11/13,1.00000,639.66,705.44,394.7,443.77,506.28,,,
,18/11/13,1.00000,631.4,693.87,388.91,439.77,493.88,,,
,11/11/13,1.00000,623.96,691.39,386.43,436.77,492.23,,,
,04/11/13,1.00000,633.05,700.48,394.7,440.77,489.75,,,
,28/10/13,1.00000,637.19,703.79,390.56,433.77,490.58,,,
,21/10/13,1.00000,649.58,714.53,402.96,445.77,491.4,,,
,14/10/13,1.00000,652.89,720.32,401.31,447.77,486.44,,,
,07/10/13,1.00000,659.5,719.49,393.87,445.77,486.44,,,
,30/09/13,1.00000,671.07,720.32,394.7,447.77,493.05,,,
,23/09/13,1.00000,692.56,740.15,403.79,455.77,495.53,,,
,16/09/13,1.00000,700.82,745.11,420.32,467.77,489.75,,,
,09/09/13,1.00000,715.7,746.76,430.23,471.77,489.75,,,
,02/09/13,1.00000,714.05,745.11,428.58,467.77,483.14,,,
,26/08/13,1.00000,704.13,733.54,410.4,459.77,479.83,,,
,19/08/13,1.00000,699.17,726.1,407.92,456.77,480.66,,,
,12/08/13,1.00000,698.34,724.45,396.35,450.77,483.96,,,
,05/08/13,1.00000,707.43,733.54,402.96,458.77,491.4,,,
,29/07/13,1.00000,706.61,731.89,403.79,459.77,489.75,,,
,22/07/13,1.00000,707.43,732.71,412.88,463.77,491.4,,,
,15/07/13,1.00000,695.86,726.1,414.53,468.77,484.79,,,
,08/07/13,1.00000,679.33,717.84,402.96,463.77,470.74,,,
,01/07/13,1.00000,673.55,706.27,387.26,456.77,464.96,,,
,24/06/13,1.00000,674.38,705.44,386.43,462.77,462.48,,,
,17/06/13,1.00000,674.38,702.96,382.3,459.77,459.17,,,
,10/06/13,1.00000,675.2,701.31,381.47,461.77,461.65,,,
,03/06/13,1.00000,683.47,709.57,385.6,464.77,465.78,,,
,27/05/13,1.00000,676.85,707.92,389.74,464.77,462.48,,,
,20/05/13,1.00000,673.55,705.44,388.08,466.77,472.39,,,
,13/05/13,1.00000,659.5,695.52,380.65,466.77,476.53,,,
,06/05/13,1.00000,661.15,694.7,369.08,452.77,484.79,,,
,29/04/13,1.00000,667.76,702.96,364.12,440.77,498.84,,,
,22/04/13,1.00000,668.59,702.13,364.12,440.77,509.58,,,
,15/04/13,1.00000,690.08,728.58,388.91,455.77,514.54,,,
,08/04/13,1.00000,708.26,741.8,410.4,472.77,517.85,,,
,01/04/13,1.00000,708.26,738.5,412.88,481.77,515.37,,,
,25/03/13,1.00000,694.66,738.94,408.37,474.77,519.8,,,
,18/03/13,1.00000,698.79,748.86,414.15,477.77,520.63,,,
,11/03/13,1.00000,719.45,761.26,417.46,482.77,532.2,,,
,04/03/13,1.00000,729.37,767.04,425.72,487.77,538.81,,,
,25/02/13,1.00000,737.63,778.61,474.08,498.53,536.33,,,
,18/02/13,1.00000,731.85,776.96,483.17,510.53,539.64,,,
,11/02/13,1.00000,713.67,765.39,475.74,498.53,542.95,,,
,04/02/13,1.00000,706.23,762.08,464.17,482.53,545.42,,,
,28/01/13,1.00000,696.31,758.78,461.69,479.53,549.56,,,
,21/01/13,1.00000,688.05,756.3,455.07,475.53,548.73,,,
,14/01/13,1.00000,688.87,756.3,457.55,483.53,551.21,,,
,07/01/13,1.00000,680.61,747.21,450.12,467.53,561.95,,,
,17/12/12,1.00000,692.55,757.51,443.5,463.53,578.59,,,
,10/12/12,1.00000,699.16,764.95,450.12,461.53,578.59,,,
,03/12/12,1.00000,714.03,778.18,463.34,469.53,576.94,,,
,26/11/12,1.00000,717.34,781.48,454.25,480.53,575.29,,,
,19/11/12,1.00000,718.99,780.66,454.25,479.53,576.11,,,
,12/11/12,1.00000,722.3,783.96,454.25,475.53,575.29,,,
,05/11/12,1.00000,728.91,788.92,454.25,478.53,568.67,,,
,29/10/12,1.00000,730.56,791.4,454.25,486.53,567.85,,,
,22/10/12,1.00000,756.18,799.66,454.25,495.53,570.33,,,
,15/10/12,1.00000,773.54,802.97,454.25,509.53,569.5,,,
,08/10/12,1.00000,773.54,791.4,454.25,516.53,572.81,,,
,01/10/12,1.00000,771.06,788.92,454.25,557.53,567.85,,,
,24/09/12,1.00000,787.15,800.27,466.33,529.53,578.12,,,
,17/09/12,1.00000,797.23,802.8,466.33,557.53,571.4,,,
,10/09/12,1.00000,798.07,807,466.33,566.53,558.79,,,
,03/09/12,1.00000,784.63,803.64,466.33,560.53,542.82,,,
,27/08/12,1.00000,782.95,802.8,466.33,568.53,538.62,,,
,20/08/12,1.00000,777.07,798.59,466.33,566.53,531.06,,,
,13/08/12,1.00000,751.01,783.47,466.33,553.53,515.93,,,
,06/08/12,1.00000,736.73,770.86,466.33,530.53,505.01,,,
,30/07/12,1.00000,737.57,770.86,466.33,525.53,503.33,,,
,23/07/12,1.00000,737.57,770.86,466.33,532.53,495.77,,,
,16/07/12,1.00000,718.24,743.13,466.33,504.53,490.72,,,
,09/07/12,1.00000,707.32,728.85,452.05,497.53,475.6,,,
,02/07/12,1.00000,689.67,712.04,426.84,465.53,479.8,,,
,25/06/12,1.00000,690.51,712.04,426.84,459.53,484.84,,,
,18/06/12,1.00000,699.75,720.44,440.28,486.53,499.97,,,
,11/06/12,1.00000,711.52,733.05,444.48,492.53,505.01,,,
,04/06/12,1.00000,724.12,747.33,462.97,514.53,513.41,,,
,28/05/12,1.00000,726.65,752.38,469.69,521.53,518.45,,,
,21/05/12,1.00000,729.17,760.78,474.74,523.53,533.58,,,
,14/05/12,1.00000,739.25,761.62,479.78,528.53,541.98,,,
,07/05/12,1.00000,750.17,775.91,494.06,552.53,560.47,,,
,30/04/12,1.00000,762.78,776.75,496.58,551.53,568.87,,,
,23/04/12,1.00000,777.07,779.27,496.58,561.53,573.92,,,
,16/04/12,1.00000,791.35,787.67,499.11,571.53,578.12,,,
,02/04/12,1.00000,786.31,789.35,502.47,569.53,586.52,,,
,26/03/12,1.00000,764.46,793.55,516.75,573.53,600.81,,,
,19/03/12,1.00000,766.14,794.39,516.75,579.53,604.17,,,
,12/03/12,1.00000,751.86,783.47,505.83,574.53,599.13,,,
,05/03/12,1.00000,735.05,779.27,495.74,560.53,594.08,,,
,27/02/12,1.00000,728.33,779.27,504.15,553.53,590.72,,,
,20/02/12,1.00000,722.44,776.75,499.95,546.53,574.76,,,
,13/02/12,1.00000,705.64,763.3,494.06,542.53,568.03,,,
,06/02/12,1.00000,692.19,752.38,472.21,516.53,543.66,,,
,30/01/12,1.00000,687.15,752.38,470.53,514.53,531.9,,,
,23/01/12,1.00000,688.83,766.66,479.78,524.53,529.38,,,
,16/01/12,1.00000,689.67,772.54,494.9,536.53,523.5,,,
,09/01/12,1.00000,684.63,756.58,485.66,536.53,510.05,,,
,19/12/11,1.00000,639.7,725.96,453.02,491.11,486.53,,,
,12/12/11,1.00000,634.65,729.32,463.1,490.11,477.29,,,
,05/12/11,1.00000,626.25,736.89,460.58,478.11,479.81,,,
,28/11/11,1.00000,623.73,736.89,463.1,477.11,480.65,,,
,21/11/11,1.00000,632.13,747.81,481.59,491.11,484.01,,,
,14/11/11,1.00000,645.58,750.33,475.7,501.11,478.13,,,
,07/11/11,1.00000,638.01,733.53,451.33,476.11,474.76,,,
,31/10/11,1.00000,645.58,731.84,448.81,468.11,479.81,,,
,24/10/11,1.00000,649.78,729.32,451.33,475.11,478.13,,,
,17/10/11,1.00000,654.82,714.2,441.25,474.11,493.25,,,
,10/10/11,1.00000,643.9,701.59,426.12,461.11,497.45,,,
,03/10/11,1.00000,648.94,698.23,427.81,462.11,500.81,,,
,26/09/11,1.00000,676.67,706.63,440.41,473.11,500.81,,,
,19/09/11,1.00000,686.75,710,442.09,471.11,503.34,,,
,12/09/11,1.00000,693.48,709.16,437.89,465.11,495.77,,,
,05/09/11,1.00000,673.31,694.03,420.24,450.11,486.53,,,
,29/08/11,1.00000,643.9,677.22,418.56,446.11,488.21,,,
,22/08/11,1.00000,632.97,671.34,414.36,447.11,489.05,,,
,08/08/11,1.00000,667.43,701.59,430.33,466.11,507.54,,,
,01/08/11,1.00000,680.03,711.68,440.41,481.11,502.5,,,
,25/07/11,1.00000,686.75,717.56,445.45,491.11,499.13,,,
,18/07/11,1.00000,683.39,714.2,447.97,492.11,492.41,,,
,11/07/11,1.00000,661.54,699.07,423.6,476.11,487.37,,,
,04/07/11,1.00000,637.17,676.38,404.28,464.11,479.81,,,
,27/06/11,1.00000,640.54,682.26,408.48,463.11,479.81,,,
,20/06/11,1.00000,657.34,703.27,437.05,476.11,483.17,,,
,13/06/11,1.00000,661.54,690.67,426.96,464.11,488.21,,,
,06/06/11,1.00000,680.03,693.19,427.81,457.11,502.5,,,
,30/05/11,1.00000,680.87,690.67,422.76,452.11,507.54,,,
,23/05/11,1.00000,681.71,683.95,411.84,444.11,515.94,,,
,16/05/11,1.00000,696,697.39,415.2,450.11,520.14,,,
,09/05/11,1.00000,688.44,702.43,423.6,456.11,526.03,,,
,02/05/11,1.00000,703.56,725.12,451.33,473.11,531.07,,,
,18/04/11,1.00000,700.2,731.84,467.3,495.11,532.75,,,
,11/04/11,1.00000,692.64,733.53,467.3,500.11,533.59,,,
,04/04/11,1.00000,664.91,719.24,452.18,475.11,515.94,,,
,28/03/11,1.00000,638.86,713.36,448.81,472.11,503.34,,,
,21/03/11,1.00000,634.65,715.88,446.29,471.11,506.7,,,
,14/03/11,1.00000,660.7,724.28,447.97,471.11,504.18,,,
,07/03/11,1.00000,659.86,717.56,444.61,456.11,499.13,,,
,28/02/11,1.00000,648.1,699.91,421.92,445.11,496.61,,,
,21/02/11,1.00000,623.73,678.06,410.16,426.11,497.45,,,
,14/02/11,1.00000,610.28,673.86,401.75,405.11,494.09,,,
,07/02/11,1.00000,606.92,662.1,395.87,398.11,494.93,,,
,31/01/11,1.00000,597.68,650.33,378.23,379.11,513.42,,,
,24/01/11,1.00000,616.17,659.58,384.95,382.11,541.15,,,
,17/01/11,1.00000,628.51,663.76,391.59,394.68,556.3,,,
,10/01/11,1.00000,614.86,646.18,492.51,383.11,558.97,,,
,03/01/11,1.00000,607.38,637.29,486.63,373.11,556.08,,,
,20/12/10,1.00000,595.23,653.9,490.34,366.94,620.55,,,
,13/12/10,1.00000,594.39,653.9,486.98,365.94,617.19,,,
,06/12/10,1.00000,586.82,591.71,477.73,368.94,597.03,,,
,29/11/10,1.00000,564.97,579.95,451.68,349.94,581.06,,,
,22/11/10,1.00000,539.76,556.42,446.64,345.94,569.29,,,
,15/11/10,1.00000,546.49,565.66,459.25,359.94,553.33,,,
,08/11/10,1.00000,529.68,544.65,438.24,348.94,538.2,,,
,25/10/10,1.00000,531.36,544.65,430.67,339.94,524.76,,,
,18/10/10,1.00000,531.36,544.65,437.4,336.94,518.03,,,
,11/10/10,1.00000,518.76,544.65,445.8,342.94,512.99,,,
,04/10/10,1.00000,516.23,537.93,434.88,330.94,513.83,,,
,27/09/10,1.00000,517.92,532.89,434.88,337.94,521.4,,,
,20/09/10,1.00000,539.76,544.65,440.76,353.94,520.55,,,
,13/09/10,1.00000,538.08,542.97,437.4,348.94,510.47,,,
,06/09/10,1.00000,521.28,527.85,426.47,347.94,494.5,,,
,30/08/10,1.00000,514.55,522.8,421.43,351.94,485.26,,,
,23/08/10,1.00000,522.96,527.85,440.76,356.94,479.38,,,
,16/08/10,1.00000,528,532.89,439.92,361.94,479.38,,,
,09/08/10,1.00000,531.36,534.57,441.6,371.94,478.54,,,
,02/08/10,1.00000,531.36,524.48,422.27,359.94,478.54,,,
,26/07/10,1.00000,528,522.8,425.63,364.94,478.54,,,
,19/07/10,1.00000,529.68,527.85,428.15,362.94,484.42,,,
,12/07/10,1.00000,531.36,527.85,423.95,351.94,490.3,,,
,05/07/10,1.00000,538.08,537.93,439.92,355.94,497.03,,,
,28/06/10,1.00000,553.21,554.74,462.61,369.94,504.59,,,
,21/06/10,1.00000,556.57,559.78,449.16,362.94,504.59,,,
,14/06/10,1.00000,548.17,549.69,449.16,361.94,499.55,,,
,07/06/10,1.00000,549.85,544.65,443.28,355.94,496.18,,,
,31/05/10,1.00000,536.4,534.57,396.22,315.94,497.87,,,
,24/05/10,1.00000,529.68,526.17,425.63,348.94,502.91,,,
,17/05/10,1.00000,561.61,554.74,450.84,374.94,494.5,,,
,10/05/10,1.00000,559.93,554.74,458.41,371.94,493.66,,,
,03/05/10,1.00000,566.65,554.74,462.61,374.94,492.82,,,
,26/04/10,1.00000,615.39,542.97,447.48,367.94,479.38,,,
,19/04/10,1.00000,555.73,543.81,443.28,362.94,500.39,,,
,12/04/10,1.00000,555.73,542.97,455.04,363.94,505.43,,,
,29/03/10,1.00000,546.49,516.08,418.91,352.94,523.92,,,
,22/03/10,1.00000,538.08,511.04,415.55,340.94,523.92,,,
,15/03/10,1.00000,544.81,509.36,411.35,345.94,523.08,,,
,08/03/10,1.00000,531.36,495.91,403.78,339.94,512.15,,,
,01/03/10,1.00000,512.87,494.23,394.54,336.94,516.35,,,
,22/02/10,1.00000,509.51,494.23,365.97,322.94,519.71,,,
,15/02/10,1.00000,472.54,465.66,365.97,319.94,528.12,,,
,08/02/10,1.00000,485.98,457.26,365.97,321.94,523.08,,,
,01/02/10,1.00000,480.94,455.58,359.25,317.94,516.35,,,
,25/01/10,1.00000,487.66,464.82,365.97,319.94,514.67,,,
,18/01/10,1.00000,487.66,474.06,377.73,327.94,508.79,,,
,11/01/10,1.00000,498.59,485.83,392.86,303.94,500.39,,,
,04/01/10,1.00000,487.66,476.59,372.69,310.94,472.66,,,
,21/12/09,1.00000,457.3,454.85,348.08,302.49,468.52,,,
,14/12/09,1.00000,460.66,454.85,342.2,294.49,468.52,,,
,07/12/09,1.00000,473.27,459.89,351.44,309.49,465.99,,,
,30/11/09,1.00000,471.59,458.21,319.51,278.49,461.79,,,
,23/11/09,1.00000,474.11,459.89,354.8,320.49,462.63,,,
,16/11/09,1.00000,474.11,466.61,353.12,315.49,455.07,,,
,09/11/09,1.00000,479.99,466.61,359.84,316.49,455.07,,,
,02/11/09,1.00000,481.67,468.29,361.52,309.49,452.55,,,
,26/10/09,1.00000,474.11,468.29,363.21,306.49,442.47,,,
